class_name,precision,recall,f1-score,support,score
airplane,0.9938900203665988,0.9959183673469387,0.9949031600407747,490.0,
airport,0.9298245614035088,0.9734693877551021,0.9511465603190429,490.0,
baseball_diamond,0.983640081799591,0.9816326530612245,0.982635342185904,490.0,
basketball_court,0.9770354906054279,0.9551020408163265,0.9659442724458205,490.0,
beach,0.9776422764227642,0.9816326530612245,0.9796334012219959,490.0,
bridge,0.9663865546218487,0.9387755102040817,0.9523809523809523,490.0,
chaparral,0.9958762886597938,0.9857142857142858,0.9907692307692307,490.0,
church,0.8392484342379958,0.8204081632653061,0.8297213622291022,490.0,
circular_farmland,0.991701244813278,0.9755102040816327,0.9835390946502057,490.0,
cloud,0.9938398357289527,0.9877551020408163,0.9907881269191402,490.0,
commercial_area,0.8786692759295499,0.9163265306122449,0.8971028971028971,490.0,
dense_residential,0.9194214876033058,0.9081632653061225,0.9137577002053389,490.0,
desert,0.9698924731182795,0.9204081632653062,0.9445026178010472,490.0,
forest,0.9606625258799172,0.9469387755102041,0.9537512846865365,490.0,
freeway,0.946611909650924,0.9408163265306122,0.9437052200614124,490.0,
golf_course,0.9663366336633663,0.9959183673469387,0.9809045226130654,490.0,
ground_track_field,0.9619238476953907,0.9795918367346939,0.9706774519716885,490.0,
harbor,0.9681274900398407,0.9918367346938776,0.9798387096774194,490.0,
industrial_area,0.9224489795918367,0.9224489795918367,0.9224489795918367,490.0,
intersection,0.9496981891348089,0.963265306122449,0.9564336372847011,490.0,
island,0.9754098360655737,0.9714285714285714,0.9734151329243353,490.0,
lake,0.9240246406570842,0.9183673469387755,0.9211873080859775,490.0,
meadow,0.9912472647702407,0.9244897959183673,0.9567053854276664,490.0,
medium_residential,0.9224318658280922,0.8979591836734694,0.9100310237849017,490.0,
mobile_home_park,0.939922480620155,0.9897959183673469,0.9642147117296223,490.0,
mountain,0.9209486166007905,0.9510204081632653,0.9357429718875502,490.0,
overpass,0.96579476861167,0.9795918367346939,0.9726443768996961,490.0,
palace,0.8355555555555556,0.7673469387755102,0.8,490.0,
parking_lot,0.9794238683127572,0.9714285714285714,0.9754098360655737,490.0,
railway,0.9693654266958425,0.9040816326530612,0.9355860612460402,490.0,
railway_station,0.8918406072106262,0.9591836734693877,0.9242871189773845,490.0,
rectangular_farmland,0.9411764705882353,0.9142857142857143,0.927536231884058,490.0,
river,0.9443339960238568,0.9693877551020408,0.9566968781470292,490.0,
roundabout,0.9835390946502057,0.9755102040816327,0.9795081967213115,490.0,
runway,0.9914163090128756,0.9428571428571428,0.9665271966527197,490.0,
sea_ice,0.9937888198757764,0.9795918367346939,0.986639260020555,490.0,
ship,0.9619238476953907,0.9795918367346939,0.9706774519716885,490.0,
snowberg,0.9569471624266145,0.9979591836734694,0.977022977022977,490.0,
sparse_residential,0.9345238095238095,0.9612244897959183,0.9476861167002012,490.0,
stadium,0.9580838323353293,0.9795918367346939,0.9687184661957619,490.0,
storage_tank,0.9738430583501007,0.9877551020408163,0.9807497467071935,490.0,
tennis_court,0.9430255402750491,0.9795918367346939,0.960960960960961,490.0,
terrace,0.916015625,0.9571428571428572,0.936127744510978,490.0,
thermal_power_station,0.9835390946502057,0.9755102040816327,0.9795081967213115,490.0,
wetland,0.9302325581395349,0.8979591836734694,0.9138110072689511,490.0,
accuracy,,,,,0.9514285714285714
macro avg,0.9515829277876078,0.9514285714285713,0.9512439751705014,22050.0,
weighted avg,0.9515829277876077,0.9514285714285714,0.9512439751705011,22050.0,
