class_name,precision,recall,f1-score,support,score
agricultural,1.0,0.9333333333333333,0.9655172413793104,15.0,
airplane,0.9375,1.0,0.967741935483871,15.0,
baseballdiamond,1.0,1.0,1.0,15.0,
beach,1.0,1.0,1.0,15.0,
buildings,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0,
chaparral,1.0,1.0,1.0,15.0,
denseresidential,1.0,0.9333333333333333,0.9655172413793104,15.0,
forest,1.0,0.9333333333333333,0.9655172413793104,15.0,
freeway,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0,
golfcourse,1.0,0.8,0.8888888888888888,15.0,
harbor,1.0,1.0,1.0,15.0,
intersection,1.0,0.9333333333333333,0.9655172413793104,15.0,
mediumresidential,0.9375,1.0,0.967741935483871,15.0,
mobilehomepark,1.0,1.0,1.0,15.0,
overpass,0.9375,1.0,0.967741935483871,15.0,
parkinglot,1.0,1.0,1.0,15.0,
river,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0,
runway,1.0,1.0,1.0,15.0,
sparseresidential,0.8235294117647058,0.9333333333333333,0.875,15.0,
storagetanks,0.9375,1.0,0.967741935483871,15.0,
tenniscourt,0.9375,1.0,0.967741935483871,15.0,
accuracy,,,,,0.9650793650793651
macro avg,0.9671918767507004,0.9650793650793652,0.964984168182166,315.0,
weighted avg,0.9671918767507004,0.9650793650793651,0.9649841681821659,315.0,
