class_name,precision,recall,f1-score,support,score
airplane,0.9858585858585859,0.9959183673469387,0.9908629441624366,490.0,
airport,0.9422310756972112,0.9653061224489796,0.9536290322580645,490.0,
baseball_diamond,0.9759036144578314,0.9918367346938776,0.9838056680161943,490.0,
basketball_court,0.9769874476987448,0.9530612244897959,0.9648760330578512,490.0,
beach,0.9738955823293173,0.9897959183673469,0.9817813765182186,490.0,
bridge,0.9808917197452229,0.9428571428571428,0.9614984391259105,490.0,
chaparral,0.9938271604938271,0.9857142857142858,0.9897540983606558,490.0,
church,0.8601694915254238,0.8285714285714286,0.8440748440748441,490.0,
circular_farmland,0.9876288659793815,0.9775510204081632,0.9825641025641025,490.0,
cloud,0.9877551020408163,0.9877551020408163,0.9877551020408163,490.0,
commercial_area,0.88,0.8979591836734694,0.8888888888888888,490.0,
dense_residential,0.9096509240246407,0.9040816326530612,0.9068577277379734,490.0,
desert,0.9663157894736842,0.936734693877551,0.9512953367875647,490.0,
forest,0.9510204081632653,0.9510204081632653,0.9510204081632653,490.0,
freeway,0.9269776876267748,0.9326530612244898,0.9298067141403866,490.0,
golf_course,0.969939879759519,0.9877551020408163,0.9787664307381193,490.0,
ground_track_field,0.9793388429752066,0.9673469387755103,0.973305954825462,490.0,
harbor,0.9664031620553359,0.9979591836734694,0.9819277108433735,490.0,
industrial_area,0.888030888030888,0.9387755102040817,0.9126984126984127,490.0,
intersection,0.9476861167002012,0.9612244897959183,0.9544072948328267,490.0,
island,0.9833679833679834,0.9653061224489796,0.9742533470648815,490.0,
lake,0.9247967479674797,0.9285714285714286,0.9266802443991853,490.0,
meadow,0.9846827133479212,0.9183673469387755,0.9503695881731784,490.0,
medium_residential,0.8735408560311284,0.9163265306122449,0.8944223107569721,490.0,
mobile_home_park,0.9578313253012049,0.9734693877551021,0.9655870445344129,490.0,
mountain,0.9244532803180915,0.9489795918367347,0.9365558912386707,490.0,
overpass,0.958,0.9775510204081632,0.9676767676767677,490.0,
palace,0.8308351177730193,0.7918367346938775,0.8108672936259144,490.0,
parking_lot,0.9775967413441955,0.9795918367346939,0.9785932721712538,490.0,
railway,0.9732739420935412,0.8918367346938776,0.9307774227902024,490.0,
railway_station,0.904296875,0.9448979591836735,0.9241516966067864,490.0,
rectangular_farmland,0.9381443298969072,0.9285714285714286,0.9333333333333333,490.0,
river,0.9607438016528925,0.9489795918367347,0.9548254620123203,490.0,
roundabout,0.9833333333333333,0.963265306122449,0.9731958762886598,490.0,
runway,0.9870689655172413,0.9346938775510204,0.960167714884696,490.0,
sea_ice,0.9958677685950413,0.9836734693877551,0.9897330595482546,490.0,
ship,0.9621513944223108,0.9857142857142858,0.9737903225806451,490.0,
snowberg,0.9701789264413518,0.9959183673469387,0.9828801611278952,490.0,
sparse_residential,0.9147286821705426,0.963265306122449,0.9383697813121272,490.0,
stadium,0.9616935483870968,0.9734693877551021,0.9675456389452333,490.0,
storage_tank,0.9815573770491803,0.9775510204081632,0.9795501022494888,490.0,
tennis_court,0.9463220675944334,0.9714285714285714,0.9587109768378651,490.0,
terrace,0.9278557114228457,0.9448979591836735,0.9362992922143579,490.0,
thermal_power_station,0.9809322033898306,0.9448979591836735,0.9625779625779626,490.0,
wetland,0.9176954732510288,0.9102040816326531,0.9139344262295082,490.0,
accuracy,,,,,0.9501587301587302
macro avg,0.9504769224512106,0.9501587301587301,0.9500983446447986,22050.0,
weighted avg,0.9504769224512105,0.9501587301587302,0.9500983446447987,22050.0,
