class_name,precision,recall,f1-score,support,score
airplane,0.9918533604887984,0.9938775510204082,0.9928644240570846,490.0,
airport,0.9324055666003976,0.9571428571428572,0.9446122860020141,490.0,
baseball_diamond,0.9815950920245399,0.9795918367346939,0.9805924412665986,490.0,
basketball_court,0.9870967741935484,0.936734693877551,0.9612565445026178,490.0,
beach,0.9777327935222672,0.9857142857142858,0.9817073170731707,490.0,
bridge,0.9791231732776617,0.9571428571428572,0.9680082559339526,490.0,
chaparral,0.9878542510121457,0.9959183673469387,0.991869918699187,490.0,
church,0.853763440860215,0.810204081632653,0.831413612565445,490.0,
circular_farmland,0.9958333333333333,0.9755102040816327,0.9855670103092784,490.0,
cloud,0.9897750511247444,0.9877551020408163,0.9887640449438202,490.0,
commercial_area,0.8665377176015474,0.9142857142857143,0.8897715988083416,490.0,
dense_residential,0.9111570247933884,0.9,0.9055441478439425,490.0,
desert,0.9605809128630706,0.9448979591836735,0.9526748971193416,490.0,
forest,0.9669421487603306,0.9551020408163265,0.9609856262833676,490.0,
freeway,0.9604989604989606,0.9428571428571428,0.9515962924819773,490.0,
golf_course,0.966,0.9857142857142858,0.9757575757575757,490.0,
ground_track_field,0.963855421686747,0.9795918367346939,0.97165991902834,490.0,
harbor,0.9700598802395209,0.9918367346938776,0.9808274470232089,490.0,
industrial_area,0.9334719334719335,0.9163265306122449,0.9248197734294542,490.0,
intersection,0.9515151515151515,0.9612244897959183,0.9563451776649746,490.0,
island,0.9714867617107943,0.9734693877551021,0.9724770642201835,490.0,
lake,0.9376299376299376,0.9204081632653062,0.9289392378990731,490.0,
meadow,0.9748953974895398,0.9510204081632653,0.9628099173553719,490.0,
medium_residential,0.8908730158730159,0.9163265306122449,0.903420523138833,490.0,
mobile_home_park,0.9621513944223108,0.9857142857142858,0.9737903225806451,490.0,
mountain,0.9392712550607287,0.9469387755102041,0.943089430894309,490.0,
overpass,0.96579476861167,0.9795918367346939,0.9726443768996961,490.0,
palace,0.8470066518847007,0.7795918367346939,0.8119022316684378,490.0,
parking_lot,0.971252566735113,0.9653061224489796,0.9682702149437052,490.0,
railway,0.9608695652173913,0.9020408163265307,0.9305263157894736,490.0,
railway_station,0.8959537572254336,0.9489795918367347,0.9217046580773043,490.0,
rectangular_farmland,0.9398340248962656,0.9244897959183673,0.9320987654320988,490.0,
river,0.9647302904564315,0.9489795918367347,0.9567901234567902,490.0,
roundabout,0.9795918367346939,0.9795918367346939,0.9795918367346939,490.0,
runway,0.9648760330578512,0.9530612244897959,0.9589322381930184,490.0,
sea_ice,0.9937888198757764,0.9795918367346939,0.986639260020555,490.0,
ship,0.9525691699604744,0.9836734693877551,0.9678714859437751,490.0,
snowberg,0.9799196787148594,0.9959183673469387,0.9878542510121457,490.0,
sparse_residential,0.9378757515030061,0.9551020408163265,0.9464105156723963,490.0,
stadium,0.9692622950819673,0.9653061224489796,0.967280163599182,490.0,
storage_tank,0.9678714859437751,0.9836734693877551,0.9757085020242915,490.0,
tennis_court,0.9236641221374046,0.9877551020408163,0.9546351084812623,490.0,
terrace,0.924901185770751,0.9551020408163265,0.9397590361445783,490.0,
thermal_power_station,0.9732510288065843,0.9653061224489796,0.9692622950819673,490.0,
wetland,0.9098360655737705,0.9061224489795918,0.9079754601226994,490.0,
accuracy,,,,,0.9516553287981859
macro avg,0.9517068632942789,0.9516553287981859,0.9514893699151151,22050.0,
weighted avg,0.9517068632942786,0.9516553287981859,0.9514893699151149,22050.0,
